ID,Age,Salary,Employment Type,Join Date,Complex Info,CI_Part1,CI_Part2,CI_Part3,Comments,Address,Street,City,Country
7968,18.0,33198.72,Contract,2023-12-31 00:00:00.000000,1-CC-813,1,CC,813,Good,"1335 Main St, Florida, Canada",1335 Main St,Florida,Canada
7969,66.0,67836.95,Part-time,2023-03-23 22:34:08.773176,5-ED-834,5,ED,834,,"5656 Main St, Texas, USA",5656 Main St,Texas,USA
7970,42.0,76341.52,Full-time,2023-12-31 00:00:00.000000,3-AB-360,3,AB,360,Good,"2877 Main St, Texas, USA",2877 Main St,Texas,USA
7971,27.0,38267.31,Contract,2023-06-20 22:34:08.773184,1-BB-437,1,BB,437,Good,"6004 Main St, Texas, USA",6004 Main St,Texas,USA
7972,33.0,43091.51,Full-time,2023-05-05 22:34:08.773193,3-AD-422,3,AD,422,Poor,"5333 Main St, Florida, USA",5333 Main St,Florida,USA
7973,33.0,32465.29,Freelance,2023-08-24 22:34:08.773197,1-DC-406,1,DC,406,Poor,"6753 Main St, California, USA",6753 Main St,California,USA
7974,25.0,49936.97,Full-time,2023-11-21 22:34:08.773201,2-ED-552,2,ED,552,,"6913 Main St, Texas, USA",6913 Main St,Texas,USA
7975,46.0,60776.18,Part-time,2023-12-31 00:00:00.000000,4-DA-978,4,DA,978,,"3811 Main St, Texas, USA",3811 Main St,Texas,USA
7976,56.0,53345.3,Contract,2023-12-31 00:00:00.000000,2-BA-292,2,BA,292,Average,"1351 Main St, Illinois, United Kingdom",1351 Main St,Illinois,UK
7977,45.0,50157.32,Freelance,2023-04-23 22:34:08.773214,4-EB-481,4,EB,481,,"4140 Main St, Florida, United Kingdom",4140 Main St,Florida,UK
7978,23.0,28999.15,Freelance,2023-04-04 22:34:08.773218,5-BA-533,5,BA,533,Good,"3346 Main St, Florida, Australia",3346 Main St,Florida,
7979,33.0,74599.35,Full-time,2023-11-07 22:34:08.773222,5-CA-920,5,CA,920,Average,"2014 Main St, New York, Australia",2014 Main St,New York,
7980,37.0,42449.65,Part-time,2023-09-10 22:34:08.773226,3-EC-449,3,EC,449,Average,"311 Main St, Illinois, Canada",311 Main St,Illinois,Canada
7981,33.0,58004.4,Part-time,2023-08-03 22:34:08.773230,3-EC-643,3,EC,643,Poor,"3920 Main St, California, Canada",3920 Main St,California,Canada
7982,24.0,28181.58,Full-time,2023-09-30 22:34:08.773233,2-AC-177,2,AC,177,Poor,"2688 Main St, California, Australia",2688 Main St,California,
7983,58.0,47142.12,Full-time,2024-01-27 22:34:08.773237,1-EB-387,1,EB,387,Average,"9354 Main St, Illinois, United Kingdom",9354 Main St,Illinois,UK
7984,31.0,54370.62,Contract,2023-08-09 22:34:08.773241,1-EE-530,1,EE,530,Poor,"9776 Main St, New York, United Kingdom",9776 Main St,New York,UK
7985,60.0,54906.13,Contract,2024-01-20 22:34:08.773245,1-EE-988,1,EE,988,Poor,"6579 Main St, California, USA",6579 Main St,California,USA
7986,43.0,52319.73,Full-time,2024-02-03 22:34:08.773249,5-BD-307,5,BD,307,Poor,"9090 Main St, Florida, Canada",9090 Main St,Florida,Canada
7987,43.0,57417.84,Full-time,2023-12-31 00:00:00.000000,2-AE-939,2,AE,939,Average,"3107 Main St, Illinois, Australia",3107 Main St,Illinois,
7988,43.0,33042.19,Freelance,2023-12-31 00:00:00.000000,3-EC-860,3,EC,860,Average,"3967 Main St, New York, Canada",3967 Main St,New York,Canada
7989,24.0,52960.59,Part-time,2023-11-11 22:34:08.773261,4-CE-211,4,CE,211,Average,"8839 Main St, New York, Canada",8839 Main St,New York,Canada
7990,50.0,51706.37,Contract,2023-11-04 22:34:08.773265,4-EC-961,4,EC,961,Good,"6406 Main St, Illinois, United Kingdom",6406 Main St,Illinois,UK
7991,43.0,53475.09,Full-time,2023-07-19 22:34:08.773269,5-CC-392,5,CC,392,Average,"6539 Main St, California, USA",6539 Main St,California,USA
7992,62.0,51085.18,Full-time,2023-11-25 22:34:08.773273,2-DE-969,2,DE,969,Poor,"5828 Main St, Florida, USA",5828 Main St,Florida,USA
7993,37.0,30901.81,Contract,2023-02-21 22:34:08.773277,4-AA-836,4,AA,836,Average,"4977 Main St, Texas, USA",4977 Main St,Texas,USA
7994,20.0,30233.0,Freelance,2023-07-13 22:34:08.773281,5-EE-898,5,EE,898,Good,"9171 Main St, Illinois, Canada",9171 Main St,Illinois,Canada
7995,69.0,16785.98,Freelance,2023-11-07 22:34:08.773285,2-AA-783,2,AA,783,Poor,"2503 Main St, Florida, USA",2503 Main St,Florida,USA
7996,21.0,62263.02,Full-time,2024-02-07 22:34:08.773289,5-AA-280,5,AA,280,,"1270 Main St, Florida, USA",1270 Main St,Florida,USA
7997,43.0,62414.86,Part-time,2023-08-20 22:34:08.773293,1-BC-654,1,BC,654,Average,"6673 Main St, Texas, United Kingdom",6673 Main St,Texas,UK
7998,28.0,62653.25,Part-time,2023-05-19 22:34:08.773297,2-BA-655,2,BA,655,Average,"1777 Main St, California, Australia",1777 Main St,California,
7999,19.0,54601.85,Full-time,2023-08-29 22:34:08.773301,5-EE-492,5,EE,492,,"5631 Main St, New York, Canada",5631 Main St,New York,Canada
8000,31.0,18003.21,Contract,2023-12-15 22:34:08.773308,5-CB-122,5,CB,122,Poor,"1462 Main St, Illinois, Australia",1462 Main St,Illinois,
8001,61.0,34599.34,Part-time,2023-11-15 22:34:08.773312,4-BE-595,4,BE,595,Average,"2235 Main St, New York, USA",2235 Main St,New York,USA
8002,47.0,52556.23,Contract,2023-02-19 22:34:08.773316,1-DA-581,1,DA,581,Good,"9754 Main St, Texas, Australia",9754 Main St,Texas,
8003,66.0,52032.77,Contract,2023-08-21 22:34:08.773331,4-DB-732,4,DB,732,Poor,"2946 Main St, USA",2946 Main St,USA,
8004,29.0,46658.78,Contract,2023-12-31 00:00:00.000000,3-BE-636,3,BE,636,Average,"8587 Main St, Texas, Canada",8587 Main St,Texas,Canada
8005,43.0,55533.76,Freelance,2024-01-20 22:34:08.773339,4-AC-416,4,AC,416,Poor,"8722 Main St, California, USA",8722 Main St,California,USA
8006,61.0,50174.78,Part-time,2024-01-30 22:34:08.773343,3-DB-217,3,DB,217,Average,"9792 Main St, Illinois, Canada",9792 Main St,Illinois,Canada
8007,50.0,51811.56,Freelance,2023-09-03 22:34:08.773347,2-AC-508,2,AC,508,,"7707 Main St, Florida, USA",7707 Main St,Florida,USA
8008,30.0,40414.02,Part-time,2023-07-26 22:34:08.773351,2-CD-310,2,CD,310,Average,"4618 Main St, Florida, USA",4618 Main St,Florida,USA
8009,31.0,64730.16,Full-time,2023-05-15 22:34:08.773355,4-DC-884,4,DC,884,Poor,"2260 Main St, Illinois, Canada",2260 Main St,Illinois,Canada
8010,41.0,43538.43,Contract,2023-12-01 22:34:08.773359,2-CD-159,2,CD,159,Average,"7980 Main St, Texas, United Kingdom",7980 Main St,Texas,UK
8011,51.0,30040.26,Part-time,2023-03-10 22:34:08.773363,4-DE-894,4,DE,894,Average,"1780 Main St, Texas, USA",1780 Main St,Texas,USA
8012,61.0,38435.01,Part-time,2023-06-07 22:34:08.773368,5-BC-918,5,BC,918,Poor,"3020 Main St, New York, USA",3020 Main St,New York,USA
8013,43.0,44773.01,Full-time,2023-05-22 22:34:08.773372,5-AA-475,5,AA,475,Average,"2712 Main St, Texas, USA",2712 Main St,Texas,USA
8014,38.0,64910.04,Freelance,2023-10-03 22:34:08.773376,3-AC-524,3,AC,524,Average,"2640 Main St, Texas, USA",2640 Main St,Texas,USA
8015,45.0,49365.98,Part-time,2023-03-26 22:34:08.773379,3-DE-374,3,DE,374,Poor,"8756 Main St, Texas, United Kingdom",8756 Main St,Texas,UK
8016,65.0,47207.78,Part-time,2023-06-10 22:34:08.773384,3-CB-273,3,CB,273,,"5465 Main St, New York, Australia",5465 Main St,New York,
8017,53.0,31270.05,Freelance,2023-12-31 00:00:00.000000,3-DE-244,3,DE,244,Good,"1658 Main St, Texas, Australia",1658 Main St,Texas,
8018,57.0,61782.24,Freelance,2023-10-26 22:34:08.773391,3-DA-180,3,DA,180,Good,"2710 Main St, New York, Canada",2710 Main St,New York,Canada
8019,19.0,40220.72,Part-time,2023-12-31 00:00:00.000000,1-DC-357,1,DC,357,Good,"5354 Main St, Texas, USA",5354 Main St,Texas,USA
8020,59.0,48499.58,Freelance,2023-07-12 22:34:08.773399,1-AA-138,1,AA,138,Good,"523 Main St, New York, United Kingdom",523 Main St,New York,UK
8021,26.0,72202.75,Full-time,2023-05-26 22:34:08.773404,3-CC-403,3,CC,403,Good,"4117 Main St, New York, USA",4117 Main St,New York,USA
8022,40.0,57631.45,Full-time,2024-01-13 22:34:08.773408,1-CE-253,1,CE,253,Good,"1961 Main St, Texas, Australia",1961 Main St,Texas,
8023,32.0,25576.19,Contract,2023-12-22 22:34:08.773412,2-CE-610,2,CE,610,Poor,"1787 Main St, New York, Canada",1787 Main St,New York,Canada
8024,30.0,23457.35,Part-time,2023-12-17 22:34:08.773415,5-BE-596,5,BE,596,Poor,"3281 Main St, Florida, USA",3281 Main St,Florida,USA
8025,40.0,49035.34,Full-time,2023-03-05 22:34:08.773419,1-DC-104,1,DC,104,Poor,"2446 Main St, Texas, United Kingdom",2446 Main St,Texas,UK
8026,34.0,31808.89,Full-time,2023-02-22 22:34:08.773423,1-EE-211,1,EE,211,Average,"9536 Main St, Illinois, USA",9536 Main St,Illinois,USA
8027,65.0,59728.2,Full-time,2023-10-15 22:34:08.773428,5-EA-177,5,EA,177,,"2398 Main St, Texas, Canada",2398 Main St,Texas,Canada
8028,19.0,50633.95,Contract,2023-09-05 22:34:08.773431,2-DC-377,2,DC,377,,"9062 Main St, New York, USA",9062 Main St,New York,USA
8029,37.0,52480.77,Freelance,2023-11-28 22:34:08.773435,2-DA-340,2,DA,340,Good,"9575 Main St, California, United Kingdom",9575 Main St,California,UK
8030,37.0,39398.85,Contract,2023-12-07 22:34:08.773439,3-BB-289,3,BB,289,Good,"3702 Main St, Florida, Australia",3702 Main St,Florida,
8031,63.0,76120.75,Contract,2023-10-10 22:34:08.773443,5-DC-196,5,DC,196,Poor,"6052 Main St, Illinois, Canada",6052 Main St,Illinois,Canada
8032,20.0,92638.91,Contract,2023-05-14 22:34:08.773447,5-AC-501,5,AC,501,,"6814 Main St, Florida, Australia",6814 Main St,Florida,
8033,29.0,45821.23,Contract,2023-05-01 22:34:08.773451,2-AC-889,2,AC,889,Average,"2128 Main St, California, United Kingdom",2128 Main St,California,UK
8034,57.0,55295.59,Part-time,2023-11-06 22:34:08.773455,1-AE-425,1,AE,425,Average,"4178 Main St, California, Australia",4178 Main St,California,
8035,19.0,51461.26,Part-time,2023-12-06 22:34:08.773459,3-CE-525,3,CE,525,Poor,"9442 Main St, Texas, USA",9442 Main St,Texas,USA
8036,53.0,46104.7,Full-time,2023-08-05 22:34:08.773463,5-ED-953,5,ED,953,Good,"3856 Main St, California, USA",3856 Main St,California,USA
8037,31.0,37518.94,Contract,2023-11-29 22:34:08.773467,1-EC-607,1,EC,607,,"8262 Main St, Florida, Canada",8262 Main St,Florida,Canada
8038,33.0,33725.48,Contract,2023-07-07 22:34:08.773471,5-AE-359,5,AE,359,Average,"6742 Main St, Illinois, Australia",6742 Main St,Illinois,
8039,36.0,32966.04,Full-time,2023-12-29 22:34:08.773474,3-DE-741,3,DE,741,Good,"9792 Main St, New York, USA",9792 Main St,New York,USA
8040,51.0,56078.6,Freelance,2023-03-19 22:34:08.773479,2-CE-824,2,CE,824,,"8869 Main St, Illinois, Canada",8869 Main St,Illinois,Canada
8041,61.0,42204.88,Part-time,2024-01-12 22:34:08.773483,2-AA-786,2,AA,786,Average,"8473 Main St, Florida, United Kingdom",8473 Main St,Florida,UK
8042,63.0,11325.61,Contract,2023-09-30 22:34:08.773487,4-CD-372,4,CD,372,Good,"3915 Main St, Texas, USA",3915 Main St,Texas,USA
8043,23.0,56672.87,Freelance,2023-09-21 22:34:08.773491,5-CC-955,5,CC,955,Average,"2036 Main St, Florida, Australia",2036 Main St,Florida,
8044,30.0,49426.08,Freelance,2023-12-31 00:00:00.000000,4-BB-269,4,BB,269,Good,"4913 Main St, Florida, USA",4913 Main St,Florida,USA
8045,53.0,70200.1,Contract,2023-12-22 22:34:08.773499,2-DA-650,2,DA,650,Good,"897 Main St, Texas, Canada",897 Main St,Texas,Canada
8046,39.0,55596.84,Contract,2023-04-09 22:34:08.773503,3-EC-918,3,EC,918,Good,"7943 Main St, Illinois, Australia",7943 Main St,Illinois,
8047,35.0,49936.97,Freelance,2024-02-11 22:34:08.773507,3-BD-521,3,BD,521,,"596 Main St, Texas, USA",596 Main St,Texas,USA
8048,29.0,16554.85,Part-time,2023-12-03 22:34:08.773511,1-BA-393,1,BA,393,Poor,"9726 Main St, Florida, USA",9726 Main St,Florida,USA
8049,69.0,39207.91,Part-time,2023-12-31 00:00:00.000000,3-BE-618,3,BE,618,Good,"8736 Main St, New York, United Kingdom",8736 Main St,New York,UK
8050,47.0,40623.39,Contract,2023-11-24 22:34:08.773519,2-AA-796,2,AA,796,Good,"278 Main St, Florida, USA",278 Main St,Florida,USA
8051,68.0,64147.39,Contract,2023-04-09 22:34:08.773524,3-DB-480,3,DB,480,Average,"3559 Main St, Texas, Australia",3559 Main St,Texas,
8052,57.0,49866.94,Full-time,2023-04-21 22:34:08.773528,4-BD-599,4,BD,599,Average,"2792 Main St, Florida, USA",2792 Main St,Florida,USA
8053,24.0,67005.33,Full-time,2023-12-31 00:00:00.000000,1-DD-250,1,DD,250,,"5567 Main St, Texas, Australia",5567 Main St,Texas,
8054,49.0,30127.5,Part-time,2023-12-23 22:34:08.773536,3-DD-308,3,DD,308,Poor,"7568 Main St, Florida, Australia",7568 Main St,Florida,
8055,43.0,64478.97,Full-time,2023-12-31 00:00:00.000000,2-EB-983,2,EB,983,Average,"8407 Main St, New York",8407 Main St,New York,
8056,36.0,60814.84,Freelance,2023-12-01 22:34:08.773544,3-DC-571,3,DC,571,,"8397 Main St, Florida, United Kingdom",8397 Main St,Florida,UK
8057,23.0,19726.49,Freelance,2023-10-23 22:34:08.773548,3-CD-882,3,CD,882,,"550 Main St, Florida, USA",550 Main St,Florida,USA
8058,37.0,69839.27,Freelance,2023-03-13 22:34:08.773552,3-BE-571,3,BE,571,,"2930 Main St, New York, USA",2930 Main St,New York,USA
8059,44.0,49936.97,Freelance,2023-05-13 22:34:08.773556,4-DA-792,4,DA,792,Good,"7869 Main St, Illinois, United Kingdom",7869 Main St,Illinois,UK
8060,60.0,55880.67,Contract,2023-06-24 22:34:08.773560,2-CC-750,2,CC,750,Poor,"1167 Main St, New York, USA",1167 Main St,New York,USA
8061,54.0,37026.56,Freelance,2023-12-31 00:00:00.000000,1-CC-442,1,CC,442,Poor,"4109 Main St, California, USA",4109 Main St,California,USA
8062,65.0,69128.71,Part-time,2023-09-13 22:34:08.773568,4-EC-360,4,EC,360,Poor,"9862 Main St, Florida, USA",9862 Main St,Florida,USA
8063,43.0,32212.22,Full-time,2023-11-04 22:34:08.773572,3-BA-555,3,BA,555,Good,"8202 Main St, California, Australia",8202 Main St,California,
8064,22.0,62481.38,Part-time,2024-01-25 22:34:08.773575,4-CD-657,4,CD,657,Good,"1527 Main St, California, USA",1527 Main St,California,USA
8065,28.0,62309.11,Contract,2023-08-26 22:34:08.773579,3-CA-326,3,CA,326,Average,"7024 Main St, Illinois, United Kingdom",7024 Main St,Illinois,UK
8066,32.0,49936.97,Full-time,2023-06-16 22:34:08.773583,4-DD-752,4,DD,752,Average,"4276 Main St, Illinois, Australia",4276 Main St,Illinois,
8067,20.0,79750.6,Full-time,2023-03-14 22:34:08.773587,2-AB-104,2,AB,104,Average,"7670 Main St, New York, USA",7670 Main St,New York,USA
8068,22.0,49936.97,Full-time,2023-08-25 22:34:08.773591,1-DE-709,1,DE,709,,"307 Main St, Texas, Canada",307 Main St,Texas,Canada
8069,40.0,59808.39,Freelance,2023-09-04 22:34:08.773595,3-DD-401,3,DD,401,Poor,"9310 Main St, Illinois, United Kingdom",9310 Main St,Illinois,UK
8070,54.0,27093.19,Contract,2024-01-17 22:34:08.773599,2-DB-533,2,DB,533,Good,"4790 Main St, California, United Kingdom",4790 Main St,California,UK
8071,26.0,81765.95,Part-time,2023-12-19 22:34:08.773602,3-DB-197,3,DB,197,Average,"9545 Main St, Texas, Australia",9545 Main St,Texas,
8072,32.0,31631.65,Freelance,2023-03-21 22:34:08.773606,5-BE-253,5,BE,253,,"6574 Main St, Florida, USA",6574 Main St,Florida,USA
8073,20.0,65373.3,Full-time,2023-11-16 22:34:08.773610,2-CB-778,2,CB,778,Good,"6841 Main St, Florida, Australia",6841 Main St,Florida,
8074,46.0,35078.42,Part-time,2023-12-27 22:34:08.773614,4-EC-443,4,EC,443,,"7442 Main St, Texas, Canada",7442 Main St,Texas,Canada
8075,23.0,40715.17,Part-time,2024-01-04 22:34:08.773618,4-EA-353,4,EA,353,,"3864 Main St, Illinois, USA",3864 Main St,Illinois,USA
8076,34.0,61831.31,Part-time,2023-07-06 22:34:08.773622,5-DD-298,5,DD,298,,"1852 Main St, California, Australia",1852 Main St,California,
8077,43.0,65413.29,Contract,2023-06-05 22:34:08.773626,3-BD-492,3,BD,492,Poor,"6808 Main St, Florida, USA",6808 Main St,Florida,USA
8078,38.0,30930.74,Freelance,2023-02-28 22:34:08.773630,3-CC-893,3,CC,893,Good,"7540 Main St, Texas, USA",7540 Main St,Texas,USA
8079,25.0,66357.08,Contract,2023-04-15 22:34:08.773634,2-BE-804,2,BE,804,Good,"2477 Main St, Illinois, Canada",2477 Main St,Illinois,Canada
8080,38.0,65674.71,Full-time,2023-12-31 00:00:00.000000,2-BA-852,2,BA,852,,"6999 Main St, Texas, Canada",6999 Main St,Texas,Canada
8081,28.0,35930.7,Full-time,2023-11-07 22:34:08.773642,3-CC-259,3,CC,259,Poor,"4387 Main St, Illinois, United Kingdom",4387 Main St,Illinois,UK
8082,55.0,73979.71,Part-time,2023-03-15 22:34:08.773646,3-EE-464,3,EE,464,,"6748 Main St, Illinois, United Kingdom",6748 Main St,Illinois,UK
8083,25.0,28147.14,Part-time,2023-12-04 22:34:08.773650,5-AC-994,5,AC,994,Average,"3912 Main St, New York, USA",3912 Main St,New York,USA
8084,43.0,40628.41,Part-time,2023-11-08 22:34:08.773653,5-BB-776,5,BB,776,Good,"644 Main St, New York, Australia",644 Main St,New York,
8085,41.0,57185.04,Contract,2023-03-03 22:34:08.773661,5-DA-242,5,DA,242,Good,"3450 Main St, Illinois, United Kingdom",3450 Main St,Illinois,UK
8086,52.0,37196.51,Freelance,2023-04-01 22:34:08.773665,5-BC-659,5,BC,659,Poor,"415 Main St, Texas, USA",415 Main St,Texas,USA
8087,31.0,53957.29,Contract,2023-10-18 22:34:08.773669,1-CE-504,1,CE,504,Good,"8589 Main St, California, United Kingdom",8589 Main St,California,UK
8088,31.0,53616.14,Full-time,2023-05-25 22:34:08.773673,1-EB-857,1,EB,857,Good,"6311 Main St, Florida, USA",6311 Main St,Florida,USA
8089,27.0,47193.89,Part-time,2023-06-17 22:34:08.773677,1-EE-369,1,EE,369,Good,"1996 Main St, California, Canada",1996 Main St,California,Canada
8090,29.0,62486.01,Part-time,2024-01-06 22:34:08.773681,2-CA-707,2,CA,707,Poor,"5530 Main St, Florida, USA",5530 Main St,Florida,USA
8091,55.0,46574.59,Contract,2023-02-22 22:34:08.773685,2-AB-360,2,AB,360,,"8129 Main St, New York, United Kingdom",8129 Main St,New York,UK
8092,61.0,53473.12,Full-time,2023-10-22 22:34:08.773688,1-BD-578,1,BD,578,Good,"1454 Main St, New York, USA",1454 Main St,New York,USA
8093,63.0,67197.08,Freelance,2023-07-31 22:34:08.773692,2-AB-836,2,AB,836,,"7700 Main St, New York, Australia",7700 Main St,New York,
8094,51.0,61860.29,Part-time,2023-03-28 22:34:08.773696,1-BA-362,1,BA,362,Poor,"851 Main St, Illinois, Australia",851 Main St,Illinois,
8095,58.0,61790.26,Part-time,2024-01-05 22:34:08.773700,3-DD-584,3,DD,584,,"8098 Main St, California, Canada",8098 Main St,California,Canada
8096,27.0,32762.31,Full-time,2023-08-06 22:34:08.773704,1-EB-576,1,EB,576,Average,"2082 Main St, Texas, United Kingdom",2082 Main St,Texas,UK
8097,34.0,57871.89,Part-time,2024-02-04 22:34:08.773708,3-CA-656,3,CA,656,Good,"4841 Main St, California, Canada",4841 Main St,California,Canada
8098,34.0,36822.52,Freelance,2023-08-19 22:34:08.773711,5-BB-345,5,BB,345,Poor,"5953 Main St, Florida",5953 Main St,Florida,
8099,20.0,30778.78,Contract,2023-12-05 22:34:08.773715,3-EB-545,3,EB,545,Poor,"3491 Main St, Illinois, United Kingdom",3491 Main St,Illinois,UK
8100,48.0,48924.4,Full-time,2023-08-12 22:34:08.773719,3-EA-717,3,EA,717,,"3706 Main St, Illinois, Canada",3706 Main St,Illinois,Canada
8101,68.0,36435.57,Part-time,2024-01-10 22:34:08.773724,2-CC-132,2,CC,132,Good,"9551 Main St, Florida, Australia",9551 Main St,Florida,
8102,18.0,61859.27,Part-time,2023-08-04 22:34:08.773728,5-CC-519,5,CC,519,Poor,"4732 Main St, New York, Canada",4732 Main St,New York,Canada
8103,29.0,62218.03,Freelance,2023-03-26 22:34:08.773732,2-ED-996,2,ED,996,Average,"7936 Main St, Texas, Canada",7936 Main St,Texas,Canada
8104,43.0,21460.61,Contract,2024-01-29 22:34:08.773736,2-BB-393,2,BB,393,,"6229 Main St, Texas, USA",6229 Main St,Texas,USA
8105,21.0,37575.46,Freelance,2023-04-15 22:34:08.773740,1-AA-762,1,AA,762,Average,"4863 Main St, New York, Australia",4863 Main St,New York,
8106,59.0,28103.2,Contract,2024-01-20 22:34:08.773744,1-DB-923,1,DB,923,Average,"5576 Main St, Illinois, Canada",5576 Main St,Illinois,Canada
8107,43.0,43060.56,Freelance,2023-05-01 22:34:08.773748,1-AD-806,1,AD,806,,"1977 Main St, New York, Australia",1977 Main St,New York,
8108,51.0,56827.64,Contract,2023-06-18 22:34:08.773752,2-EE-172,2,EE,172,Average,"3242 Main St, Texas, USA",3242 Main St,Texas,USA
8109,59.0,46365.68,Part-time,2023-02-22 22:34:08.773757,3-DE-149,3,DE,149,,"6365 Main St, Florida, USA",6365 Main St,Florida,USA
8110,38.0,41153.61,Part-time,2023-11-23 22:34:08.773761,2-AE-834,2,AE,834,,"7736 Main St, California, USA",7736 Main St,California,USA
8111,43.0,69502.65,Part-time,2023-06-03 22:34:08.773764,1-AC-503,1,AC,503,Poor,"9635 Main St, New York, Australia",9635 Main St,New York,
8112,21.0,15427.14,Full-time,2024-02-08 22:34:08.773769,4-AA-568,4,AA,568,Poor,"5587 Main St, California, Canada",5587 Main St,California,Canada
8113,35.0,68553.08,Contract,2023-12-31 00:00:00.000000,3-DB-585,3,DB,585,Average,"6796 Main St, California, Canada",6796 Main St,California,Canada
8114,22.0,41835.68,Full-time,2023-07-19 22:34:08.773776,3-CA-547,3,CA,547,Average,"5538 Main St, Florida, Australia",5538 Main St,Florida,
8115,36.0,49936.97,Contract,2023-11-13 22:34:08.773780,3-AE-537,3,AE,537,Average,"3455 Main St, California, USA",3455 Main St,California,USA
8116,19.0,42089.55,Part-time,2023-09-03 22:34:08.773784,3-DC-117,3,DC,117,Average,"6007 Main St, Texas, Canada",6007 Main St,Texas,Canada
8117,29.0,49936.97,Full-time,2023-11-04 22:34:08.773788,2-AD-617,2,AD,617,Average,"606 Main St, Texas, USA",606 Main St,Texas,USA
8118,34.0,31535.32,Full-time,2023-10-10 22:34:08.773792,2-EA-119,2,EA,119,Poor,"1575 Main St, Florida, Australia",1575 Main St,Florida,
8119,27.0,50176.05,Freelance,2023-08-10 22:34:08.773796,3-AB-378,3,AB,378,Average,"4306 Main St, New York, USA",4306 Main St,New York,USA
8120,51.0,57911.58,Contract,2024-01-01 22:34:08.773800,3-DA-533,3,DA,533,Average,"1754 Main St, Florida, USA",1754 Main St,Florida,USA
8121,23.0,25834.96,Freelance,2023-02-27 22:34:08.773804,4-CB-231,4,CB,231,Good,"2967 Main St, California, USA",2967 Main St,California,USA
8122,25.0,36201.53,Full-time,2023-07-11 22:34:08.773808,1-BC-892,1,BC,892,,"7279 Main St, Texas, Canada",7279 Main St,Texas,Canada
8123,68.0,47777.32,Full-time,2023-10-26 22:34:08.773812,5-CA-215,5,CA,215,,"2223 Main St, Texas, Canada",2223 Main St,Texas,Canada
8124,28.0,36700.02,Part-time,2023-08-01 22:34:08.773816,2-DE-193,2,DE,193,Poor,"8558 Main St, California, USA",8558 Main St,California,USA
8125,43.0,37766.12,Freelance,2023-05-05 22:34:08.773820,1-AB-649,1,AB,649,,"991 Main St, Texas, United Kingdom",991 Main St,Texas,UK
8126,26.0,44752.06,Freelance,2023-12-21 22:34:08.773823,1-BD-983,1,BD,983,Average,"1353 Main St, New York, Australia",1353 Main St,New York,
8127,43.0,59743.72,Freelance,2024-02-02 22:34:08.773827,4-DA-676,4,DA,676,,"9368 Main St, Texas, USA",9368 Main St,Texas,USA
8128,25.0,44859.23,Contract,2023-09-07 22:34:08.773831,4-EA-843,4,EA,843,Poor,"2382 Main St, California, USA",2382 Main St,California,USA
8129,28.0,66176.39,Full-time,2023-07-19 22:34:08.773835,4-AA-294,4,AA,294,,"7668 Main St, New York, USA",7668 Main St,New York,USA
8130,53.0,35033.63,Freelance,2024-01-06 22:34:08.773839,2-EE-783,2,EE,783,,"6449 Main St, California, United Kingdom",6449 Main St,California,UK
8131,27.0,31221.17,Part-time,2023-03-07 22:34:08.773843,5-DD-584,5,DD,584,Good,"8487 Main St, Florida, United Kingdom",8487 Main St,Florida,UK
8132,38.0,78895.18,Full-time,2023-11-03 22:34:08.773847,4-DD-105,4,DD,105,Good,"4003 Main St, California, USA",4003 Main St,California,USA
8133,37.0,40130.63,Part-time,2023-12-31 00:00:00.000000,5-BC-571,5,BC,571,Average,"1007 Main St, Texas, USA",1007 Main St,Texas,USA
8134,65.0,30336.32,Full-time,2023-12-31 00:00:00.000000,5-BA-731,5,BA,731,,"8993 Main St, Texas, USA",8993 Main St,Texas,USA
8135,25.0,23869.19,Part-time,2023-09-05 22:34:08.773859,3-CB-415,3,CB,415,Average,"5211 Main St, Illinois, United Kingdom",5211 Main St,Illinois,UK
8136,53.0,66126.55,Freelance,2023-07-18 22:34:08.773863,2-BC-622,2,BC,622,,"4858 Main St, Texas, Canada",4858 Main St,Texas,Canada
8137,46.0,44880.43,Freelance,2023-10-27 22:34:08.773867,1-BD-609,1,BD,609,Average,"8221 Main St, Florida, Canada",8221 Main St,Florida,Canada
8138,59.0,46194.35,Part-time,2023-03-23 22:34:08.773871,4-ED-995,4,ED,995,Average,"2366 Main St, California, United Kingdom",2366 Main St,California,UK
8139,29.0,47611.97,Contract,2023-07-28 22:34:08.773875,5-DC-141,5,DC,141,,"3926 Main St, New York, United Kingdom",3926 Main St,New York,UK
8140,31.0,65194.14,Part-time,2023-09-30 22:34:08.773879,4-EE-601,4,EE,601,Good,"7988 Main St, Florida, USA",7988 Main St,Florida,USA
8141,65.0,47307.05,Full-time,2023-12-31 00:00:00.000000,4-CC-277,4,CC,277,Poor,"6847 Main St, California, Canada",6847 Main St,California,Canada
8142,67.0,85160.81,Part-time,2023-12-31 00:00:00.000000,1-BD-766,1,BD,766,Average,"7553 Main St, United Kingdom",7553 Main St,United Kingdom,
8143,43.0,49936.97,Part-time,2023-04-03 22:34:08.773891,2-CC-928,2,CC,928,Poor,"5276 Main St, California, Canada",5276 Main St,California,Canada
8144,39.0,65926.77,Full-time,2023-11-25 22:34:08.773895,4-ED-678,4,ED,678,,"9623 Main St, Texas, Canada",9623 Main St,Texas,Canada
